protein_id	gene_id	gene_symbol
FBpp0072689	FBgn0035253	Srrm234
FBpp0311152	FBgn0035253	Srrm234
FBpp0072688	FBgn0035253	Srrm234
FBpp0428451	FBgn0035253	Srrm234
FBpp0111928	FBgn0031403	CG15387
FBpp0073268	FBgn0052669	CG32669
FBpp0428259	FBgn0052152	CG32152
FBpp0312125	FBgn0052152	CG32152
FBpp0078233	FBgn0046878	Obp83cd
FBpp0080029	FBgn0027586	Jhbp14
FBpp0297292	FBgn0032642	Lamtor3
FBpp0080536	FBgn0032642	Lamtor3
FBpp0100038	FBgn0037747	Naa80
FBpp0081612	FBgn0037747	Naa80
FBpp0306639	FBgn0040601	CG13643
FBpp0297710	FBgn0040601	CG13643
FBpp0302610	FBgn0040601	CG13643
FBpp0306640	FBgn0040601	CG13643
FBpp0297747	FBgn0052150	meru
FBpp0297748	FBgn0052150	meru
FBpp0075290	FBgn0052150	meru
FBpp0075422	FBgn0036465	Rpn12R
FBpp0074119	FBgn0027556	CG4928
FBpp0074118	FBgn0027556	CG4928
FBpp0309738	FBgn0027556	CG4928
FBpp0075864	FBgn0052085	CG32085
FBpp0077209	FBgn0021967	ND-PDSW
FBpp0077210	FBgn0021967	ND-PDSW
FBpp0099840	FBgn0036144	GlcAT-P
FBpp0075919	FBgn0036144	GlcAT-P
FBpp0075920	FBgn0036144	GlcAT-P
FBpp0297365	FBgn0036144	GlcAT-P
FBpp0297364	FBgn0036144	GlcAT-P
FBpp0305304	FBgn0032434	CG5421
FBpp0079965	FBgn0032434	CG5421
FBpp0086203	FBgn0034172	CG6665
FBpp0089369	FBgn0010355	Taf1
FBpp0311434	FBgn0010355	Taf1
FBpp0293442	FBgn0010355	Taf1
FBpp0089420	FBgn0010355	Taf1
FBpp0290837	FBgn0010355	Taf1
FBpp0081184	FBgn0010355	Taf1
FBpp0081758	FBgn0037838	TTLL15
FBpp0073114	FBgn0035505	Teh2
FBpp0289848	FBgn0035505	Teh2
FBpp0075451	FBgn0036447	Mgat4b
FBpp0086806	FBgn0033853	Nadk1a
FBpp0289429	FBgn0033853	Nadk1a
FBpp0086805	FBgn0033853	Nadk1a
FBpp0086807	FBgn0033853	Nadk1a
FBpp0289430	FBgn0033853	Nadk1a
FBpp0082420	FBgn0038246	CG14853
FBpp0306145	FBgn0038246	CG14853
FBpp0082419	FBgn0038246	CG14853
FBpp0288818	FBgn0030559	CG13404
FBpp0271869	FBgn0039315	CG13658
FBpp0308495	FBgn0033446	CG1648
FBpp0087577	FBgn0033446	CG1648
FBpp0087578	FBgn0033446	CG1648
FBpp0401456	FBgn0039802	dj-1beta
FBpp0292023	FBgn0261582	CG42692
FBpp0292024	FBgn0261582	CG42692
FBpp0083670	FBgn0051156	CG31156
FBpp0390655	FBgn0266177	pre-mod(mdg4)-I
FBpp0310317	FBgn0266177	pre-mod(mdg4)-I
FBpp0099538	FBgn0053533	lectin-37Db
FBpp0291558	FBgn0053533	lectin-37Db
FBpp0074902	FBgn0036775	Polr3D
FBpp0305728	FBgn0031090	Rab35
FBpp0070027	FBgn0031090	Rab35
FBpp0305729	FBgn0031090	Rab35
FBpp0292350	FBgn0031090	Rab35
FBpp0073852	FBgn0030643	CG15641
FBpp0304999	FBgn0259916	CG42445
FBpp0289436	FBgn0259916	CG42445
FBpp0081788	FBgn0051272	CG31272
FBpp0091143	FBgn0053898	His2B:CG33898
FBpp0091019	FBgn0053723	CG33723
FBpp0289364	FBgn0053238	Ste:CG33238
FBpp0310066	FBgn0045038	Proc
FBpp0079184	FBgn0045038	Proc
FBpp0110406	FBgn0260799	p120ctn
FBpp0070110	FBgn0025640	CG13369
FBpp0113136	FBgn0035647	CG10486
FBpp0293797	FBgn0035647	CG10486
FBpp0072277	FBgn0035056	spz6
FBpp0111400	FBgn0085320	CG34291
FBpp0081832	FBgn0051388	CG31388
FBpp0293252	FBgn0051388	CG31388
FBpp0303991	FBgn0011661	Moe
FBpp0300514	FBgn0011661	Moe
FBpp0071215	FBgn0011661	Moe
FBpp0089234	FBgn0011661	Moe
FBpp0089232	FBgn0011661	Moe
FBpp0071212	FBgn0011661	Moe
FBpp0089233	FBgn0011661	Moe
FBpp0089236	FBgn0011661	Moe
FBpp0089231	FBgn0011661	Moe
FBpp0300513	FBgn0011661	Moe
FBpp0071214	FBgn0011661	Moe
FBpp0071213	FBgn0011661	Moe
FBpp0089235	FBgn0011661	Moe
FBpp0304647	FBgn0014906	Hydr2
FBpp0300634	FBgn0014906	Hydr2
FBpp0077265	FBgn0014906	Hydr2
FBpp0086192	FBgn0025827	CG6421
FBpp0291943	FBgn0261567	CG42681
FBpp0083683	FBgn0003676	CCT1
FBpp0083684	FBgn0003676	CCT1
FBpp0292725	FBgn0261931	Hecw
FBpp0292726	FBgn0261931	Hecw
FBpp0292727	FBgn0261931	Hecw
FBpp0305179	FBgn0261931	Hecw
FBpp0071764	FBgn0034739	CG3927
FBpp0084252	FBgn0039341	CG5112
FBpp0074150	FBgn0030768	Nemp
FBpp0428160	FBgn0039396	CCAP-R
FBpp0293006	FBgn0039396	CCAP-R
FBpp0081494	FBgn0037675	HP1e
FBpp0304683	FBgn0032454	CG5787
FBpp0079986	FBgn0032454	CG5787
FBpp0081688	FBgn0053208	Mical
FBpp0297563	FBgn0053208	Mical
FBpp0081691	FBgn0053208	Mical
FBpp0081684	FBgn0053208	Mical
FBpp0081685	FBgn0053208	Mical
FBpp0312510	FBgn0053208	Mical
FBpp0312509	FBgn0053208	Mical
FBpp0297564	FBgn0053208	Mical
FBpp0271693	FBgn0053208	Mical
FBpp0081686	FBgn0053208	Mical
FBpp0312511	FBgn0053208	Mical
FBpp0081690	FBgn0053208	Mical
FBpp0081687	FBgn0053208	Mical
FBpp0312512	FBgn0053208	Mical
FBpp0296984	FBgn0283508	nw
FBpp0296981	FBgn0283508	nw
FBpp0296985	FBgn0283508	nw
FBpp0296982	FBgn0283508	nw
FBpp0296983	FBgn0283508	nw
FBpp0309584	FBgn0034520	lms
FBpp0309583	FBgn0034520	lms
FBpp0111391	FBgn0085310	CG34281
FBpp0289613	FBgn0032375	CG14932
FBpp0289614	FBgn0032375	CG14932
FBpp0074553	FBgn0020261	pcm
FBpp0291292	FBgn0020261	pcm
FBpp0086066	FBgn0016697	Prosalpha5
FBpp0086067	FBgn0016697	Prosalpha5
FBpp0310129	FBgn0027287	Gmap
FBpp0423149	FBgn0027287	Gmap
FBpp0073860	FBgn0027287	Gmap
FBpp0073859	FBgn0027287	Gmap
FBpp0079470	FBgn0010520	Bka
FBpp0074375	FBgn0030949	Cyp308a1
FBpp0078372	FBgn0037371	Sym
FBpp0306935	FBgn0038886	Ugt49B2
FBpp0073828	FBgn0030631	Prp5
FBpp0292252	FBgn0035286	CG13924
FBpp0289397	FBgn0035286	CG13924
FBpp0079360	FBgn0032082	CG18088
FBpp0304495	FBgn0032082	CG18088
FBpp0304496	FBgn0032082	CG18088
FBpp0082212	FBgn0052473	CG32473
FBpp0082211	FBgn0052473	CG32473
FBpp0082210	FBgn0052473	CG32473
FBpp0085752	FBgn0034408	sano
FBpp0085751	FBgn0034408	sano
FBpp0310915	FBgn0034408	sano
FBpp0085753	FBgn0034408	sano
FBpp0288739	FBgn0034408	sano
FBpp0085750	FBgn0034408	sano
FBpp0080233	FBgn0028838	CSN1a
FBpp0311167	FBgn0051809	CG31809
FBpp0112326	FBgn0051809	CG31809
FBpp0073457	FBgn0030327	FucT6
FBpp0088620	FBgn0003464	sol
FBpp0290798	FBgn0003464	sol
FBpp0312188	FBgn0003464	sol
FBpp0088621	FBgn0003464	sol
FBpp0304059	FBgn0032216	Usp14
FBpp0079650	FBgn0032216	Usp14
FBpp0083998	FBgn0039194	CG13614
FBpp0086682	FBgn0050074	Obp50d
FBpp0289241	FBgn0259711	CG42365
FBpp0085263	FBgn0032964	CG11630
FBpp0083186	FBgn0051244	CG31244
FBpp0079829	FBgn0028490	CG31705
FBpp0311762	FBgn0028490	CG31705
FBpp0302839	FBgn0028490	CG31705
FBpp0073754	FBgn0015010	Ag5r
FBpp0305814	FBgn0015010	Ag5r
FBpp0294033	FBgn0015010	Ag5r
FBpp0311223	FBgn0029667	Gas8
FBpp0310144	FBgn0029667	Gas8
FBpp0070564	FBgn0029667	Gas8
FBpp0083711	FBgn0039023	Nepl14
FBpp0080428	FBgn0032590	CG4631
FBpp0306968	FBgn0010772	Xe7
FBpp0306967	FBgn0010772	Xe7
FBpp0078377	FBgn0010772	Xe7
FBpp0077718	FBgn0031255	BBS8
FBpp0079182	FBgn0261790	SmE
FBpp0084053	FBgn0039209	REPTOR
FBpp0084054	FBgn0039209	REPTOR
FBpp0311399	FBgn0039209	REPTOR
FBpp0084055	FBgn0039209	REPTOR
FBpp0110093	FBgn0039209	REPTOR
FBpp0110092	FBgn0039209	REPTOR
FBpp0084052	FBgn0039209	REPTOR
FBpp0289514	FBgn0033807	AQP
FBpp0086879	FBgn0033807	AQP
FBpp0085107	FBgn0010808	Chchd3
FBpp0082638	FBgn0038373	CG4546
FBpp0311175	FBgn0031969	pes
FBpp0311176	FBgn0031969	pes
FBpp0289420	FBgn0031969	pes
FBpp0113042	FBgn0031969	pes
FBpp0304063	FBgn0031969	pes
FBpp0304064	FBgn0031969	pes
FBpp0082923	FBgn0038533	CG7523
FBpp0300786	FBgn0016754	sba
FBpp0303406	FBgn0016754	sba
FBpp0300788	FBgn0016754	sba
FBpp0307193	FBgn0016754	sba
FBpp0111802	FBgn0016754	sba
FBpp0300787	FBgn0016754	sba
FBpp0111801	FBgn0016754	sba
FBpp0292043	FBgn0050082	CG30082
FBpp0078268	FBgn0026077	Gasp
FBpp0111835	FBgn0026077	Gasp
FBpp0289302	FBgn0051785	Grl36b
FBpp0300927	FBgn0263322	CG43403
FBpp0110281	FBgn0083978	CG17672
FBpp0084587	FBgn0046258	CG12880
FBpp0087398	FBgn0033528	trsn
FBpp0076771	FBgn0035679	CG10467
FBpp0078916	FBgn0031826	CG9550
FBpp0310389	FBgn0263321	CG43402
FBpp0300926	FBgn0263321	CG43402
FBpp0081192	FBgn0004779	Ccp84Ae
FBpp0292214	FBgn0039709	Cad99C
FBpp0084854	FBgn0039709	Cad99C
FBpp0071472	FBgn0022700	Cht4
FBpp0071605	FBgn0042180	CG18870
FBpp0311719	FBgn0042180	CG18870
FBpp0428227	FBgn0003507	srp
FBpp0082669	FBgn0003507	srp
FBpp0307406	FBgn0003507	srp
FBpp0100052	FBgn0003507	srp
FBpp0082670	FBgn0003507	srp
FBpp0307407	FBgn0003507	srp
FBpp0297354	FBgn0003507	srp
FBpp0311207	FBgn0033845	mars
FBpp0290601	FBgn0033845	mars
FBpp0086788	FBgn0033845	mars
FBpp0311206	FBgn0033845	mars
FBpp0079711	FBgn0032292	EMC3
FBpp0082399	FBgn0038225	soti
FBpp0086984	FBgn0033769	CG8768
FBpp0289270	FBgn0259726	CG42380
FBpp0289269	FBgn0259726	CG42380
FBpp0289892	FBgn0260396	CG42521
FBpp0309736	FBgn0053080	CG33080
FBpp0070810	FBgn0053080	CG33080
FBpp0070809	FBgn0053080	CG33080
FBpp0309737	FBgn0053080	CG33080
FBpp0078833	FBgn0031785	CG13991
FBpp0303987	FBgn0001105	Gbeta13F
FBpp0312372	FBgn0001105	Gbeta13F
FBpp0073921	FBgn0001105	Gbeta13F
FBpp0089182	FBgn0001105	Gbeta13F
FBpp0089184	FBgn0001105	Gbeta13F
FBpp0089185	FBgn0001105	Gbeta13F
FBpp0078699	FBgn0031692	TpnC25D
FBpp0312108	FBgn0031692	TpnC25D
FBpp0309713	FBgn0031692	TpnC25D
FBpp0304024	FBgn0259713	CG42367
FBpp0077703	FBgn0031284	PGAP2
FBpp0070814	FBgn0015794	Rab18
FBpp0091096	FBgn0053850	His2A:CG33850
FBpp0073560	FBgn0052641	CG32641
FBpp0082687	FBgn0026059	Mhcl
FBpp0110274	FBgn0026059	Mhcl
FBpp0292853	FBgn0026059	Mhcl
FBpp0304712	FBgn0026059	Mhcl
FBpp0082683	FBgn0026059	Mhcl
FBpp0082685	FBgn0026059	Mhcl
FBpp0082686	FBgn0026059	Mhcl
FBpp0110273	FBgn0026059	Mhcl
FBpp0305623	FBgn0262030	CG42841
FBpp0292926	FBgn0262030	CG42841
FBpp0084636	FBgn0039559	NSD
FBpp0307022	FBgn0039559	NSD
FBpp0087145	FBgn0033668	exp
FBpp0087146	FBgn0033668	exp
FBpp0080659	FBgn0015808	ScpX
FBpp0089034	FBgn0000117	arm
FBpp0304835	FBgn0000117	arm
FBpp0089035	FBgn0000117	arm
FBpp0089033	FBgn0000117	arm
FBpp0089031	FBgn0000117	arm
FBpp0089032	FBgn0000117	arm
FBpp0291039	FBgn0023215	Mnt
FBpp0070553	FBgn0023215	Mnt
FBpp0291037	FBgn0023215	Mnt
FBpp0298278	FBgn0023215	Mnt
FBpp0070554	FBgn0023215	Mnt
FBpp0291038	FBgn0023215	Mnt
FBpp0291036	FBgn0023215	Mnt
FBpp0310175	FBgn0023215	Mnt
FBpp0291035	FBgn0023215	Mnt
FBpp0298279	FBgn0023215	Mnt
FBpp0305708	FBgn0264598	PsGEF
FBpp0305711	FBgn0264598	PsGEF
FBpp0305706	FBgn0264598	PsGEF
FBpp0305713	FBgn0264598	PsGEF
FBpp0305709	FBgn0264598	PsGEF
FBpp0305710	FBgn0264598	PsGEF
FBpp0305707	FBgn0264598	PsGEF
FBpp0305712	FBgn0264598	PsGEF
FBpp0070049	FBgn0052819	CG32819
FBpp0070050	FBgn0052819	CG32819
FBpp0423319	FBgn0033777	CG17574
FBpp0428454	FBgn0033777	CG17574
FBpp0311213	FBgn0033777	CG17574
FBpp0304304	FBgn0033777	CG17574
FBpp0297537	FBgn0033777	CG17574
FBpp0086929	FBgn0033777	CG17574
FBpp0297536	FBgn0033777	CG17574
FBpp0297534	FBgn0033777	CG17574
FBpp0423320	FBgn0033777	CG17574
FBpp0297538	FBgn0033777	CG17574
FBpp0307958	FBgn0033777	CG17574
FBpp0423318	FBgn0033777	CG17574
FBpp0297535	FBgn0033777	CG17574
FBpp0290036	FBgn0051374	sals
FBpp0081875	FBgn0051374	sals
FBpp0308468	FBgn0051374	sals
FBpp0300530	FBgn0051374	sals
FBpp0297238	FBgn0051374	sals
FBpp0081877	FBgn0051374	sals
FBpp0297237	FBgn0051374	sals
FBpp0081876	FBgn0051374	sals
FBpp0083193	FBgn0038718	CG17752
FBpp0072143	FBgn0021895	ytr
FBpp0309943	FBgn0021895	ytr
FBpp0084607	FBgn0039543	CROT
FBpp0084608	FBgn0039543	CROT
FBpp0084609	FBgn0039543	CROT
FBpp0402836	FBgn0039543	CROT
FBpp0084605	FBgn0039543	CROT
FBpp0402837	FBgn0039543	CROT
FBpp0076359	FBgn0017579	RpL14
FBpp0312320	FBgn0266347	nAChRalpha4
FBpp0300651	FBgn0266347	nAChRalpha4
FBpp0289395	FBgn0266347	nAChRalpha4
FBpp0305094	FBgn0266347	nAChRalpha4
FBpp0300650	FBgn0266347	nAChRalpha4
FBpp0300649	FBgn0266347	nAChRalpha4
FBpp0071753	FBgn0034727	mRpS29
FBpp0070826	FBgn0029826	CG6041
FBpp0070145	FBgn0029531	CG13362
FBpp0070262	FBgn0024897	b6
FBpp0311190	FBgn0040726	dpr1
FBpp0099910	FBgn0040726	dpr1
FBpp0085613	FBgn0034499	Cpr56F
FBpp0070702	FBgn0029725	CG2871
FBpp0077538	FBgn0031377	CG15356
FBpp0086007	FBgn0040294	POSH
FBpp0087679	FBgn0033402	Myd88
FBpp0311274	FBgn0033402	Myd88
FBpp0305215	FBgn0033402	Myd88
FBpp0074424	FBgn0030970	CG7326
FBpp0305362	FBgn0030970	CG7326
FBpp0298005	FBgn0005411	U2af50
FBpp0298006	FBgn0005411	U2af50
FBpp0074013	FBgn0005411	U2af50
FBpp0298007	FBgn0005411	U2af50
FBpp0075861	FBgn0036194	Dph1
FBpp0305004	FBgn0036194	Dph1
FBpp0075862	FBgn0036194	Dph1
FBpp0070595	FBgn0029689	CG6428
FBpp0290007	FBgn0036134	FoxK
FBpp0291179	FBgn0036134	FoxK
FBpp0304898	FBgn0036134	FoxK
FBpp0290010	FBgn0036134	FoxK
FBpp0304899	FBgn0036134	FoxK
FBpp0290009	FBgn0036134	FoxK
FBpp0304900	FBgn0036134	FoxK
FBpp0290008	FBgn0036134	FoxK
FBpp0085428	FBgn0033021	CG10417
FBpp0085427	FBgn0033021	CG10417
FBpp0080579	FBgn0040989	CG5693
FBpp0071011	FBgn0026144	CBP
FBpp0302928	FBgn0026144	CBP
FBpp0089293	FBgn0026144	CBP
FBpp0074640	FBgn0036934	sNPF-R
FBpp0304913	FBgn0036934	sNPF-R
FBpp0100042	FBgn0053988	Mid1
FBpp0304308	FBgn0053988	Mid1
FBpp0070363	FBgn0000382	csw
FBpp0070362	FBgn0000382	csw
FBpp0305458	FBgn0000382	csw
FBpp0070364	FBgn0000382	csw
FBpp0303759	FBgn0010401	Os-C
FBpp0289549	FBgn0010401	Os-C
FBpp0289548	FBgn0010401	Os-C
FBpp0074362	FBgn0030899	Hesr
FBpp0075702	FBgn0002466	sti
FBpp0304889	FBgn0002466	sti
FBpp0082433	FBgn0025808	Rad17
FBpp0086986	FBgn0050053	CG30053
FBpp0310060	FBgn0029830	Grip
FBpp0070830	FBgn0029830	Grip
FBpp0310059	FBgn0029830	Grip
FBpp0083529	FBgn0038901	Burs
FBpp0308241	FBgn0265193	Atf-2
FBpp0083039	FBgn0261532	cdm
FBpp0307575	FBgn0261532	cdm
FBpp0428253	FBgn0287592	CG46462
FBpp0081311	FBgn0040524	CG11052
FBpp0300421	FBgn0040524	CG11052
FBpp0307218	FBgn0040524	CG11052
FBpp0300420	FBgn0040524	CG11052
FBpp0083506	FBgn0038871	CG3337
FBpp0312515	FBgn0038871	CG3337
FBpp0311999	FBgn0030078	CG10970
FBpp0071291	FBgn0030078	CG10970
FBpp0291653	FBgn0086710	RpL30
FBpp0309280	FBgn0086710	RpL30
FBpp0080723	FBgn0086710	RpL30
FBpp0079074	FBgn0031914	CG5973
FBpp0304798	FBgn0031914	CG5973
FBpp0311173	FBgn0031914	CG5973
FBpp0290375	FBgn0031914	CG5973
FBpp0079075	FBgn0031914	CG5973
FBpp0304799	FBgn0031914	CG5973
FBpp0079076	FBgn0031914	CG5973
FBpp0306079	FBgn0264707	RhoGEF3
FBpp0306075	FBgn0264707	RhoGEF3
FBpp0306081	FBgn0264707	RhoGEF3
FBpp0428252	FBgn0264707	RhoGEF3
FBpp0306082	FBgn0264707	RhoGEF3
FBpp0306085	FBgn0264707	RhoGEF3
FBpp0306084	FBgn0264707	RhoGEF3
FBpp0306078	FBgn0264707	RhoGEF3
FBpp0306077	FBgn0264707	RhoGEF3
FBpp0306080	FBgn0264707	RhoGEF3
FBpp0306076	FBgn0264707	RhoGEF3
FBpp0306083	FBgn0264707	RhoGEF3
FBpp0070792	FBgn0029823	Shmt
FBpp0288674	FBgn0029823	Shmt
FBpp0311477	FBgn0029823	Shmt
FBpp0077859	FBgn0037001	ND-39
FBpp0303954	FBgn0037001	ND-39
FBpp0311565	FBgn0260228	CG42502
FBpp0310384	FBgn0260228	CG42502
FBpp0289860	FBgn0260228	CG42502
FBpp0082692	FBgn0002783	mor
FBpp0291706	FBgn0002783	mor
FBpp0083507	FBgn0038869	Smyd5
FBpp0289067	FBgn0259227	CG42327
FBpp0085713	FBgn0034442	CG11257
FBpp0309860	FBgn0031088	CG15322
FBpp0290784	FBgn0031088	CG15322
FBpp0072640	FBgn0053230	CG33230
FBpp0081087	FBgn0037478	CG2656
FBpp0082132	FBgn0038078	CG14391
FBpp0081445	FBgn0037653	Iru
FBpp0072030	FBgn0034871	CG3906
FBpp0312442	FBgn0085692	CG41561
FBpp0309995	FBgn0034971	Gpat4
FBpp0072088	FBgn0034971	Gpat4
FBpp0309994	FBgn0034971	Gpat4
FBpp0291375	FBgn0034971	Gpat4
FBpp0111347	FBgn0085267	CG34238
FBpp0289864	FBgn0260230	CG42504
FBpp0078993	FBgn0031872	ihog
FBpp0070627	FBgn0040905	CG15578
FBpp0082299	FBgn0000454	Dip-B
FBpp0311421	FBgn0000454	Dip-B
FBpp0082300	FBgn0000454	Dip-B
FBpp0082301	FBgn0000454	Dip-B
FBpp0289534	FBgn0259962	Sfp33A1
FBpp0310390	FBgn0053126	NLaz
FBpp0077607	FBgn0053126	NLaz
FBpp0302979	FBgn0053126	NLaz
FBpp0305345	FBgn0035480	CG14984
FBpp0288663	FBgn0035480	CG14984
FBpp0290285	FBgn0286203	stw
FBpp0307245	FBgn0286203	stw
FBpp0289199	FBgn0286203	stw
FBpp0289196	FBgn0286203	stw
FBpp0289198	FBgn0286203	stw
FBpp0292301	FBgn0261705	CG42741
FBpp0271827	FBgn0032289	CG6431
FBpp0292601	FBgn0032289	CG6431
FBpp0083584	FBgn0038924	CG6028
FBpp0084332	FBgn0002609	E(spl)m3-HLH
FBpp0289780	FBgn0085414	dpr12
FBpp0307252	FBgn0085414	dpr12
FBpp0307251	FBgn0085414	dpr12
FBpp0302852	FBgn0263846	CG43707
FBpp0302848	FBgn0263846	CG43707
FBpp0302850	FBgn0263846	CG43707
FBpp0302851	FBgn0263846	CG43707
FBpp0302847	FBgn0263846	CG43707
FBpp0303256	FBgn0263846	CG43707
FBpp0302849	FBgn0263846	CG43707
FBpp0289532	FBgn0259958	Sfp24F
FBpp0293181	FBgn0259958	Sfp24F
FBpp0079364	FBgn0040964	CG18661
FBpp0292883	FBgn0040964	CG18661
FBpp0083915	FBgn0053111	CG33111
FBpp0306914	FBgn0053111	CG33111
FBpp0083914	FBgn0053111	CG33111
FBpp0306913	FBgn0053111	CG33111
FBpp0099717	FBgn0053111	CG33111
FBpp0086048	FBgn0027872	rdgBbeta
FBpp0081715	FBgn0015396	jumu
FBpp0306974	FBgn0038243	CG8066
FBpp0082440	FBgn0038243	CG8066
FBpp0082106	FBgn0013278	Hsp70Bb
FBpp0071046	FBgn0010292	bys
FBpp0081842	FBgn0037881	GCC88
FBpp0088030	FBgn0033188	Drat
FBpp0088031	FBgn0033188	Drat
FBpp0088032	FBgn0033188	Drat
FBpp0307870	FBgn0033188	Drat
FBpp0077277	FBgn0016698	Ptpa
FBpp0084323	FBgn0000206	boss
FBpp0078466	FBgn0053293	CG33293
FBpp0073912	FBgn0030694	CG15602
FBpp0309109	FBgn0030694	CG15602
FBpp0304087	FBgn0039226	Ude
FBpp0311405	FBgn0039226	Ude
FBpp0304088	FBgn0039226	Ude
FBpp0071136	FBgn0265464	Traf6
FBpp0312336	FBgn0053511	CG33511
FBpp0078079	FBgn0052445	CG32445
FBpp0298823	FBgn0261710	nocte
FBpp0071394	FBgn0261710	nocte
FBpp0305169	FBgn0261710	nocte
FBpp0071395	FBgn0261710	nocte
FBpp0083547	FBgn0038918	Qsox3
FBpp0305219	FBgn0017558	Pdk
FBpp0087592	FBgn0017558	Pdk
FBpp0297719	FBgn0017558	Pdk
FBpp0111805	FBgn0017558	Pdk
FBpp0082550	FBgn0038331	Ccm3
FBpp0304366	FBgn0004167	kst
FBpp0304367	FBgn0004167	kst
FBpp0089204	FBgn0004167	kst
FBpp0072934	FBgn0004167	kst
FBpp0289294	FBgn0004167	kst
FBpp0292863	FBgn0004167	kst
FBpp0089203	FBgn0004167	kst
FBpp0081328	FBgn0004908	Arl2
FBpp0088532	FBgn0035917	Zasp66
FBpp0290381	FBgn0035917	Zasp66
FBpp0290377	FBgn0035917	Zasp66
FBpp0290380	FBgn0035917	Zasp66
FBpp0088531	FBgn0035917	Zasp66
FBpp0089007	FBgn0035917	Zasp66
FBpp0088534	FBgn0035917	Zasp66
FBpp0088530	FBgn0035917	Zasp66
FBpp0088529	FBgn0035917	Zasp66
FBpp0290379	FBgn0035917	Zasp66
FBpp0088535	FBgn0035917	Zasp66
FBpp0088533	FBgn0035917	Zasp66
FBpp0082253	FBgn0000046	Act87E
FBpp0082254	FBgn0000046	Act87E
FBpp0312019	FBgn0000046	Act87E
FBpp0308020	FBgn0020379	Rfx
FBpp0308017	FBgn0020379	Rfx
FBpp0297137	FBgn0020379	Rfx
FBpp0308018	FBgn0020379	Rfx
FBpp0308019	FBgn0020379	Rfx
FBpp0308021	FBgn0020379	Rfx
FBpp0305995	FBgn0260653	serp
FBpp0074721	FBgn0260653	serp
FBpp0088836	FBgn0025456	CREG
FBpp0088834	FBgn0025456	CREG
FBpp0297133	FBgn0025456	CREG
FBpp0088835	FBgn0025456	CREG
FBpp0312288	FBgn0052823	Sdic3
FBpp0312289	FBgn0052823	Sdic3
FBpp0312290	FBgn0052823	Sdic3
FBpp0075268	FBgn0036550	CG17026
FBpp0070815	FBgn0029783	Sirt4
FBpp0070816	FBgn0029783	Sirt4
FBpp0070817	FBgn0029783	Sirt4
FBpp0291421	FBgn0044020	Roc2
FBpp0087189	FBgn0044020	Roc2
FBpp0087177	FBgn0033640	CG13198
FBpp0297110	FBgn0022153	l(2)k05819
FBpp0077122	FBgn0022153	l(2)k05819
FBpp0303864	FBgn0022153	l(2)k05819
FBpp0423073	FBgn0085332	CG34303
FBpp0084188	FBgn0039302	Nup358
FBpp0293235	FBgn0039302	Nup358
FBpp0307951	FBgn0026565	Ass
FBpp0081197	FBgn0026565	Ass
FBpp0071134	FBgn0030016	Or7a
FBpp0310847	FBgn0266459	CG45084
FBpp0310848	FBgn0266459	CG45084
FBpp0072578	FBgn0004635	rho
FBpp0305409	FBgn0004635	rho
FBpp0311139	FBgn0002917	na
FBpp0311138	FBgn0002917	na
FBpp0099440	FBgn0054029	CG34029
FBpp0304529	FBgn0264364	CG43816
FBpp0304530	FBgn0264364	CG43816
FBpp0075298	FBgn0261722	fwe
FBpp0075296	FBgn0261722	fwe
FBpp0075297	FBgn0261722	fwe
FBpp0076578	FBgn0035781	CG8560
FBpp0304971	FBgn0035781	CG8560
FBpp0076755	FBgn0035673	CG6602
FBpp0083658	FBgn0028837	CSN6
FBpp0311789	FBgn0034215	Mtap
FBpp0303028	FBgn0034215	Mtap
FBpp0086072	FBgn0034215	Mtap
FBpp0078761	FBgn0031708	CG7382
FBpp0073805	FBgn0052590	CG32590
FBpp0307235	FBgn0030847	CG12991
FBpp0307236	FBgn0030847	CG12991
FBpp0307237	FBgn0030847	CG12991
FBpp0074223	FBgn0030847	CG12991
FBpp0074222	FBgn0030847	CG12991
FBpp0307238	FBgn0030847	CG12991
FBpp0074510	FBgn0031044	MKP-4
FBpp0304757	FBgn0031044	MKP-4
FBpp0112093	FBgn0036880	Cpr76Bc
FBpp0304993	FBgn0036880	Cpr76Bc
FBpp0111528	FBgn0085408	Shrm
FBpp0288692	FBgn0085408	Shrm
FBpp0111526	FBgn0085408	Shrm
FBpp0309010	FBgn0085408	Shrm
FBpp0305733	FBgn0002535	Lcp4
FBpp0087823	FBgn0002535	Lcp4
FBpp0070843	FBgn0029848	Btnd
FBpp0428074	FBgn0033471	CG12134
FBpp0428075	FBgn0033471	CG12134
FBpp0087476	FBgn0033471	CG12134
FBpp0401450	FBgn0267430	Pzl
FBpp0309291	FBgn0053198	pen-2
FBpp0088783	FBgn0053198	pen-2
FBpp0303387	FBgn0264001	bru3
FBpp0303378	FBgn0264001	bru3
FBpp0428116	FBgn0264001	bru3
FBpp0303375	FBgn0264001	bru3
FBpp0303379	FBgn0264001	bru3
FBpp0428115	FBgn0264001	bru3
FBpp0303383	FBgn0264001	bru3
FBpp0303386	FBgn0264001	bru3
FBpp0303376	FBgn0264001	bru3
FBpp0303388	FBgn0264001	bru3
FBpp0303385	FBgn0264001	bru3
FBpp0303384	FBgn0264001	bru3
FBpp0303389	FBgn0264001	bru3
FBpp0303377	FBgn0264001	bru3
FBpp0303380	FBgn0264001	bru3
